image	author	title	style	description
./images/2763.jpg	BALDUNG GRIEN, Hans	Adam and Eve	Oil on panel	Vigorous lines, clear and plastic forms and bold presentation are the characteristic features of the two companion-pieces Adam and Eve. The paintings represent the life-size figures of Adam and Eve from the scene of the Fall. They appear to have belonged to a series consisting of four nudes, and it is recorded that in 1641 four paintings by Hans Baldung, representing Adam, Eve, Judith and Venus, found their way from Strasbourg into the possession of a Basel merchant. The full-length Judith, now in the Germanisches Museum in Nuremberg, and the Venus in the Kroller-Muller Museum at Otterlo are panels of the same structure and dimensions as the pictures in Budapest and, since the former is dated 1524, it may be assumed that the whole series, including the two pictures in Budapest, was painted in that year.The artist created a strong contrast between the figures Adam and Eve. The characteristic marked contours of Adam manisfest the drawing skills of the artist. The paintings show the influence of DÃ¼rer.
./images/2764.jpg	BALDUNG GRIEN, Hans	Adam	Oil on panel	Vigorous lines, clear and plastic forms and bold presentation are the characteristic features of the two companion-pieces Adam and Eve. The paintings represent the life-size figures of Adam and Eve from the scene of the Fall. They appear to have belonged to a series consisting of four nudes, and it is recorded that in 1641 four paintings by Hans Baldung, representing Adam, Eve, Judith and Venus, found their way from Strasbourg into the possession of a Basel merchant. The full-length Judith, now in the Germanisches Museum in Nuremberg, and the Venus in the Kroller-Muller Museum at Otterlo are panels of the same structure and dimensions as the pictures in Budapest and, since the former is dated 1524, it may be assumed that the whole series, including the two pictures in Budapest, was painted in that year.The artist created a strong contrast between the figures Adam and Eve. The characteristic marked contours of Adam manisfest the drawing skills of the artist. The paintings show the influence of DÃ¼rer.
./images/2766.jpg	BALDUNG GRIEN, Hans	Eve	Oil on panel	The painting represents the life-size figure of Eve from the scene of the Fall. The companion-piece showing Adam is also in the same museum. The two panels belonged to a group of four panels containing nude figures, the other two being Venus and Cupid (Rijksmuseum KrÃ¶ller-MÃ¼ller, Otterlo) and Judith (Germanisches Nationalmuseum, Nuremberg).The artist created a strong contrast between the figures Adam and Eve. The paintings show the influence of DÃ¼rer.
./images/2767.jpg	BALDUNG GRIEN, Hans	Eve	Wood	The painting represents the life-size figure of Eve from the scene of the Fall. The companion-piece showing Adam is also in the same museum. The two panels belonged to a group of four panels containing nude figures, the other two being Venus and Cupid (Rijksmuseum KrÃ¶ller-MÃ¼ller, Otterlo) and Judith (Germanisches Nationalmuseum, Nuremberg).The artist created a strong contrast between the figures Adam and Eve. The paintings show the influence of DÃ¼rer.
./images/2769.jpg	BALDUNG GRIEN, Hans	Adam and Eve	Oil on panel	This brilliantly executed painting displays one of Baldung's specialities - the treatment of the nude, particularly the female nude. The subject of this painting is original sin, which is conveyed not just through the use of the traditional symbols - the serpent and the apple - but also by Adam's eloquent pose, holding Eve firmly and possessively with a look that leaves nothing to the imagination.
./images/2770.jpg	BALDUNG GRIEN, Hans	Three Ages of the Woman and the Death	Oil on limewood	Baldung's experiments with the macabre were initiated early in Strasbourg, 1508-12, before his sojourn in Freiburg. One of these is the Three Ages of the Woman and the Death. in which the portrayals of age have a sinister character and a mannered virtuosity.
./images/2771.jpg	BALDUNG GRIEN, Hans	Death and the Maiden	Oil on panel	In this painting a voluptuous young maiden turns to receive the kiss of her lover, only to discover, to her horror, Death. The skeletal figure gently holds her head, a gesture that belies the finality of his impending bite. His patches of wispy hair and rotting skin mock her flowing tresses and supple flesh. The dark setting, unnoticed at first, is a cemetery as she stands on a gravestone, perhaps her own. This Vanitas picture (an image that alludes to the transience of life) typifies Baldung's predilection for erotically charged twists to more conventional themes, such as the Dance of Death.
./images/2772.jpg	BALDUNG GRIEN, Hans	Death and the Maiden	Oil on panel	"In the later version of the theme by Baldung, the awaited lover of the maiden turns out to be a grimacing Death, who embraces her with its bony fingers pulling at her hair, a reminder that her beauty will soon vanish, as the ominous inscription above her head warns: ""This is your end."""
./images/2773.jpg	BALDUNG GRIEN, Hans	The Seven Ages of Woman	Oil on oak-wood	Picturing the different ages of men and women was a favourite subject of the Renaissance artists, as the symbol of evanescence. (See e.g. the painting of Titian.)
./images/2774.jpg	BALDUNG GRIEN, Hans	Prudence	Oil on pine panel	There is a companion-piece of this allegorical nude, the Music, also in the Alte Pinakothek in Munich. Music, with the white cat, symbolizes the phlegmatic temperament, while Prudence, with a mirror and stag symbolizes melancholy.
./images/2775.jpg	BALDUNG GRIEN, Hans	Music	Oil on pine panel	There is a companion-piece of this allegorical nude, the Prudence, also in the Alte Pinakothek in Munich. Music, with the white cat, symbolizes the phlegmatic temperament, while Prudence, with a mirror and stag symbolizes melancholy.Suggested listening (streaming mp3, 3 minutes):Orlande de Lassus: Serenade
./images/2777.jpg	BALDUNG GRIEN, Hans	Three Ages of Man	Oil on panel	Hand Baldung Grien, DÃ¼rer's friend and pupil, gave graphic expression to the profound notion, with roots in medieval Germany, that associates feminine youth and beauty with death.
./images/2779.jpg	BALDUNG GRIEN, Hans	Pyramus and Thisbe	Linden panel	This painting depicts the story of Pyramus and Thisbe as Ovid tells in Metamorphoses (4:55-166). The lovers, forbidden by their parents to marry, planned to meet in secret one night beside a spring. Thisbe arrived first but as she waited a lioness, fresh from a kill, came to quench its thirst, its jaws dripping blood. Thisbe fled, in her haste dropping her cloak which the beast proceeded to tear to shreds. When Pyramus arrived and discovered the bloody garment he believed the worst. Blaming himself for his lover's supposed death he plunged his sword into his side. Thisbe returned to find her lover dying and so, taking his sword, threw herself upon it. This story became widely popular in post-Renaissance painting.
./images/2780.jpg	BALDUNG GRIEN, Hans	St Sebastian Altarpiece	Oil on wood	The altarpiece came from the Collegiate Church at Halle.
./images/2781.jpg	BALDUNG GRIEN, Hans	Three Kings Altarpiece (open)	Linden panel	The picture shows the interior view of the altarpiece. In the centre The Adoration of the Magi with the donor, Ernst von Wettin, Archbishop of Magdeburg, brother of Emperor Frederic the Wise, is represented. The side panels depict St George and St Maurice, the latter being the patron saint of the Magdeburg archbishopry.The altarpiece was painted for the cathedral of Halle shortly after Baldung left DÃ¼rer's studio.
